,turnover
2021-12-31,0.32351775495686985
2022-01-31,0.16534721067524033
2022-02-28,0.1673652782574359
2022-03-31,0.2902108191447652
2022-04-29,0.10249077556292732
2022-05-31,0.2924465268148495
2022-06-30,0.16263918131091457
2022-07-29,0.26649124682260295
2022-08-30,0.12157328999298167
2022-09-30,0.17698736446626467
2022-10-31,0.23139621560712556
2022-11-30,0.22288448713113965
2022-12-30,0.4030507264597678
2023-01-31,0.1789205140101895
2023-02-28,0.28104724585396257
2023-03-31,0.2320322417081669
2023-04-28,0.188095866536194
2023-05-31,0.4588298553752782
2023-06-30,0.38865717217704
2023-07-31,0.3190974151862339
2023-08-31,0.360768200587445
2023-09-29,0.26397476246912366
2023-10-31,0.16669941193316817
2023-11-30,0.328483517069607
2023-12-29,0.37777913237799204
2024-01-31,0.2675483976951314
2024-02-29,0.36781172703514253
2024-03-28,0.28694413428752263
2024-04-30,0.336857765461305
2024-05-31,0.2498054595122449
2024-06-28,0.30578975986902124
2024-07-31,0.2958847489535431
2024-08-30,0.2236259375034828
2024-09-30,0.16694735412440542
2024-10-31,0.41252228056735163
2024-11-29,0.2258455039745264
2024-12-31,0.29379649088359583
2025-01-31,0.4432270387006729
2025-02-28,0.40470455907659725
2025-03-28,0.46041565238278714
2025-04-30,0.30900768537968193
2025-05-30,0.29866370511514245
2025-06-30,0.4523742282054394
2025-07-31,0.4321385315460494
2025-08-29,0.22002420995796196
2025-09-30,0.15398237593320507
2025-10-31,0.5043604176211116
2025-11-28,0.433863075674504
2025-12-31,0.40069034428671824
2026-01-30,0.2872678253061869
2026-02-27,0.30544963305403217
2026-03-30,0.25057702527243897
