,turnover
2016-09-30,0.49999999999999994
2016-12-30,0.04815085485648082
2017-03-31,0.11047328958195493
2017-06-30,0.14633830082127827
2017-09-29,0.2685748800785561
2017-12-29,0.0734198395084134
2018-03-28,0.05686459659941282
2018-06-29,0.12010253446504597
2018-09-28,0.17135935005843075
2018-12-31,0.030866454973595015
2019-03-28,0.06341179613947893
2019-06-28,0.05430786467645918
2019-09-30,0.2417828573391909
2019-12-31,0.14525404516753063
2020-03-31,0.16466473270672763
2020-06-30,0.18757260186496488
2020-09-30,0.3664592541959383
2020-12-31,0.16305140615086128
2021-03-31,0.21967066465295387
2021-06-30,0.15109630447472408
2021-09-30,0.1950101375276562
2021-12-31,0.1047966594886339
2022-03-31,0.2172929714380471
2022-06-30,0.07184223383324187
2022-09-30,0.3744212719494934
2022-12-30,0.15767074735861492
2023-03-31,0.13874636710198127
2023-06-30,0.09600673886891668
2023-09-29,0.3448770436176295
2023-12-29,0.08431794007101637
2024-03-28,0.07247144215530252
2024-06-28,0.1400381405170944
2024-09-30,0.38973735304225454
2024-12-31,0.04602234264194133
2025-03-28,0.11822871346574385
2025-06-30,0.051869823672594864
2025-09-30,0.354921644653277
2025-12-31,0.100952628763253
2026-03-30,0.1463426330955791
2026-06-04,0.3365023811725451
