,turnover
2022-11-30,0.02071236225969253
2022-12-30,0.017406883913673787
2023-01-31,0.012238139426104688
2023-02-28,0.48985963872029054
2023-03-31,0.0
2023-04-28,0.5
2023-05-31,0.012991984240935395
2023-06-30,0.01766041460278711
2023-07-31,0.014715423040930986
2023-08-31,0.012655792308956249
2023-09-29,0.009985041508646653
2023-10-31,0.014224783959119913
2023-11-30,0.02760935247122087
2023-12-29,0.039691999736519934
2024-01-31,0.0001311735960988769
2024-02-29,0.005916991667593852
2024-03-28,0.007826564339983855
2024-04-30,0.00622453663265099
2024-05-31,0.0016401434184778463
2024-06-28,0.03284186558651969
2024-07-31,0.019586157708505803
2024-08-30,0.0057061497274086825
2024-09-30,0.011391494059066476
2024-10-31,0.031101262149403563
2024-11-29,0.001533751860606003
2024-12-31,0.4899238154083937
2025-01-31,0.0
2025-02-28,0.0
2025-03-28,0.0
2025-04-30,0.5
2025-05-30,0.008557914650404563
2025-06-30,0.015481412378028137
2025-07-31,0.014670605515766488
2025-08-29,0.006893878788571506
2025-09-30,0.0037714646576707533
2025-10-31,0.022571116643174682
2025-11-28,0.009347013204158205
2025-12-31,0.0013996441538441928
2026-01-30,0.015479556343063305
2026-02-27,0.4971959646018302
2026-03-30,0.0
2026-04-30,0.0
