,turnover
2016-09-30,0.49999999999999994
2016-12-30,0.08963748307411712
2017-03-31,0.23887841446575483
2017-06-30,0.2192172203519283
2017-09-29,0.6749475325274821
2017-12-29,0.19436259875491396
2018-03-28,0.045292212021850374
2018-06-29,0.19504212365211776
2018-09-28,0.6736061805528641
2018-12-31,0.12213898683744526
2019-03-28,0.13972293524809554
2019-06-28,0.13746654276598955
2019-09-30,0.34219580264165267
2019-12-31,0.25998909363473394
2020-03-31,0.2384455777961471
2020-06-30,0.22590891198923543
2020-09-30,0.6352878574597058
2020-12-31,0.23787065442959004
2021-03-31,0.19765305951865564
2021-06-30,0.15588689272994888
2021-09-30,0.911122933571511
2021-12-31,0.10557541236094793
2022-03-31,0.11411458657664876
2022-06-30,0.19680417769611375
2022-09-30,0.5656880010468897
2022-12-30,0.11363064981347361
2023-03-31,0.1060886003087656
2023-06-30,0.16413251742585377
2023-09-29,0.9238995248286683
2023-12-29,0.07997911411904327
2024-03-28,0.1213885908611257
2024-06-28,0.17297482096352995
2024-09-30,0.7931504269296891
2024-12-31,0.12142289312629974
2025-03-28,0.10726914012178038
2025-06-30,0.08225116692119842
2025-09-30,0.6119235205312263
2025-12-31,0.057980511476130994
2026-03-30,0.12036709836951476
2026-06-04,0.1953212092595361
