date,equity
2024-08-30,1.0
2024-09-02,1.0
2024-09-03,1.0
2024-09-04,1.0
2024-09-05,1.0
2024-09-06,1.0
2024-09-09,1.0
2024-09-10,1.0
2024-09-11,1.0
2024-09-12,1.0
2024-09-13,1.0
2024-09-16,1.0
2024-09-17,1.0
2024-09-18,1.0
2024-09-19,1.0
2024-09-20,1.0
2024-09-23,1.0
2024-09-24,1.0
2024-09-25,1.0
2024-09-26,1.0
2024-09-27,1.0
2024-09-30,0.995813774
2024-10-01,0.9969703843929002
2024-10-03,0.9802545149624388
2024-10-04,0.9655248388123058
2024-10-07,0.952578172829273
2024-10-08,0.9661886024850705
2024-10-09,0.9791119380386002
2024-10-10,0.9857017658343464
2024-10-11,0.9851162189667486
2024-10-14,0.9880183122699289
2024-10-15,0.9879991567133839
2024-10-16,0.9825640331421113
2024-10-17,0.9653022639521048
2024-10-18,0.9551081628426283
2024-10-21,0.9398099128236864
2024-10-22,0.9184282868369658
2024-10-23,0.9195211211633293
2024-10-24,0.9121228518625035
2024-10-25,0.9038552146977276
2024-10-28,0.9078275666947809
2024-10-29,0.9144590401956374
2024-10-30,0.9167740346936126
2024-10-31,0.914235468076742
2024-11-01,0.9189848210128756
2024-11-04,0.9109849232221283
2024-11-05,0.9158178249761215
2024-11-06,0.9328246270943505
2024-11-07,0.9284190728854357
2024-11-08,0.919152994250994
2024-11-11,0.9196071969948801
2024-11-12,0.9030696274887162
2024-11-13,0.8859758576527156
2024-11-14,0.8862443307236791
2024-11-18,0.8674487417367097
2024-11-19,0.8684146339311962
2024-11-21,0.8563117986994697
2024-11-22,0.8659733423969985
2024-11-25,0.8784092532205717
2024-11-26,0.8779545806008395
2024-11-27,0.8929041893036483
2024-11-28,0.891586149025895
2024-11-29,0.898260031874507
2024-12-02,0.9064899619604065
2024-12-03,0.9187502266522302
2024-12-04,0.916480377400995
2024-12-05,0.9316299786067102
2024-12-06,0.9348983299894232
2024-12-09,0.9357622482447929
2024-12-10,0.9315105214947454
2024-12-11,0.9331309245521527
2024-12-12,0.9280524479547281
2024-12-13,0.9290332063839921
2024-12-16,0.9309649517277704
2024-12-17,0.9224642334042555
2024-12-18,0.9174737572676497
2024-12-19,0.9166076189722225
2024-12-20,0.8922792674108185
2024-12-23,0.895632946875003
2024-12-24,0.8918584543324384
2024-12-26,0.8927311696369344
2024-12-27,0.8940055843038764
2024-12-30,0.9034461605036797
2024-12-31,0.9018618210959116
2025-01-01,0.9031988269164908
2025-01-02,0.9105337608261757
2025-01-03,0.9062445368883734
2025-01-06,0.8774625097357277
2025-01-07,0.8839588264009451
2025-01-08,0.8757807032048462
2025-01-09,0.8737276364397847
2025-01-10,0.856012589745867
2025-01-13,0.8239584839273817
2025-01-14,0.8497454119476753
2025-01-15,0.8504232454925548
2025-01-16,0.8541322805654824
2025-01-17,0.8615465180514171
2025-01-20,0.8657725032408651
2025-01-21,0.8496119753020099
2025-01-22,0.8427967090898374
2025-01-23,0.8507150262237703
2025-01-24,0.8410669979234617
2025-01-27,0.8140625479459431
2025-01-28,0.8079562914937671
2025-01-29,0.8206208211840657
2025-01-30,0.8192406470306564
2025-01-31,0.8312313882454413
2025-02-01,0.827903745555943
2025-02-03,0.8211376176400005
2025-02-04,0.8300949959812586
2025-02-05,0.8377341821457471
2025-02-06,0.8367225984488021
2025-02-07,0.8339051885518559
2025-02-10,0.8195239895379484
2025-02-11,0.8080172451861019
2025-02-12,0.8050850241895426
2025-02-13,0.8044569847382079
2025-02-14,0.7861426881370664
2025-02-17,0.7915216669342297
2025-02-18,0.7883000401441679
2025-02-19,0.7887223504660754
2025-02-20,0.8009104700267097
2025-02-21,0.7950460326435925
2025-02-24,0.7869654328881711
2025-02-25,0.7868052268491847
2025-02-27,0.7816289015714866
2025-02-28,0.7621777587417632
2025-03-03,0.7615742388954558
2025-03-04,0.7624328166307096
2025-03-05,0.7802023484974143
2025-03-06,0.7872540208942742
2025-03-07,0.785819574175513
2025-03-10,0.7764470670818279
2025-03-11,0.7850193631826364
2025-03-12,0.7790565058071108
2025-03-13,0.7734919570600363
2025-03-17,0.7806263136268227
2025-03-18,0.7806263136268227
2025-03-19,0.8073208655578429
2025-03-20,0.8120592874418876
2025-03-21,0.8207524218344848
2025-03-24,0.8316601601669164
2025-03-25,0.8207429197191717
2025-03-26,0.8183615596177772
2025-03-27,0.8231360511555165
2025-03-28,0.8219359481144574
2025-04-01,0.8160433654948394
2025-04-02,0.822350531145154
2025-04-03,0.8264356878046113
2025-04-04,0.805627658399574
2025-04-07,0.7781615942781906
2025-04-08,0.7890822938519899
2025-04-09,0.7827486249733147
2025-04-11,0.800179994667104
2025-04-15,0.8208673143686283
2025-04-16,0.8198369132939338
2025-04-17,0.8292222350527858
2025-04-21,0.8504819321059364
2025-04-22,0.8563670450651889
2025-04-23,0.8628343752954235
2025-04-24,0.8638915533620837
2025-04-25,0.838931104678146
2025-04-28,0.8537932691235879
2025-04-29,0.8582946828252137
2025-04-30,0.8512794872262409
2025-05-02,0.8444184624873435
2025-05-05,0.8590353698426003
2025-05-06,0.8397019527578126
2025-05-07,0.8464811582405171
2025-05-08,0.8323947561435502
2025-05-09,0.83304730066284
2025-05-12,0.8627551042037055
2025-05-13,0.8631814439698611
2025-05-14,0.8702938150884169
2025-05-15,0.8797588372311201
2025-05-16,0.8998258759708936
2025-05-19,0.9032961160993166
2025-05-20,0.8853744416913364
2025-05-21,0.8919886195202954
2025-05-22,0.8897951794379423
2025-05-23,0.8944762829741839
2025-05-26,0.8972376406789505
2025-05-27,0.8971997867444882
2025-05-28,0.9025158474494116
2025-05-29,0.9023193122330845
2025-05-30,0.8928671977858481
2025-06-02,0.8999019545266805
2025-06-03,0.8964090329884569
2025-06-04,0.9044872752400053
2025-06-05,0.912655036045304
2025-06-06,0.9193811753791401
2025-06-09,0.9355344155170742
2025-06-10,0.9428196506504183
2025-06-11,0.9362631139910166
2025-06-12,0.9156344969054089
2025-06-13,0.9129622778012604
2025-06-16,0.9291347284404969
2025-06-17,0.9296525535699715
2025-06-18,0.9235101147308349
2025-06-19,0.9055573602819603
2025-06-20,0.9165859265966151
2025-06-23,0.9156778771575781
2025-06-24,0.9241802056356412
2025-06-25,0.9269924591502512
2025-06-26,0.9320251991778247
2025-06-27,0.9426893830715561
2025-06-30,0.9484559748597129
2025-07-01,0.9471518398974966
2025-07-02,0.9465480961269913
2025-07-03,0.9519215802016566
2025-07-04,0.9589180671873337
2025-07-07,0.9574383876181669
2025-07-08,0.9509353805462732
2025-07-09,0.9487073681664435
2025-07-10,0.9457410697810804
2025-07-11,0.9385397166100938
2025-07-14,0.942377537074176
2025-07-15,0.9463015676422012
2025-07-16,0.9459382108257
2025-07-17,0.948999947868549
2025-07-18,0.9393915740225907
2025-07-21,0.9474422747611378
2025-07-22,0.9392962094141655
2025-07-23,0.9392549922739012
2025-07-24,0.9341230197431598
2025-07-25,0.9150287554748585
2025-07-28,0.9081942247341892
2025-07-29,0.9202174887173645
2025-07-30,0.9179966911024359
2025-07-31,0.9081083994871394
2025-08-01,0.8969718311615744
2025-08-04,0.9046487536503888
2025-08-05,0.9030388068800229
2025-08-06,0.890553414208397
2025-08-07,0.8945349519721294
2025-08-08,0.8865322669742072
2025-08-11,0.895167468188659
2025-08-12,0.8966900041630683
2025-08-13,0.9027427958008991
2025-08-14,0.8993618773093104
2025-08-18,0.9086592787854101
2025-08-19,0.9105230002387494
2025-08-20,0.9124995581542303
2025-08-21,0.9090673331380628
2025-08-22,0.9054271254603665
2025-08-25,0.9073952415491948
2025-08-26,0.8919533403455039
2025-08-28,0.8865114681420656
2025-08-29,0.88791099241003
2025-09-01,0.8998836667978467
2025-09-02,0.908374669255256
2025-09-03,0.9111274763188587
2025-09-04,0.908508489020997
2025-09-05,0.9077030064661583
2025-09-08,0.9134187526291301
2025-09-09,0.9193325652322395
2025-09-10,0.9278249829527613
2025-09-11,0.9304015463106837
2025-09-12,0.9352601747864218
2025-09-15,0.935378745811286
2025-09-16,0.9415770418006011
2025-09-17,0.9430562279500625
2025-09-18,0.9441047661873894
2025-09-19,0.9499743669208147
2025-09-22,0.9589216668809883
2025-09-23,0.9514830745940622
2025-09-24,0.9332180193370272
2025-09-25,0.9275635705103189
2025-09-26,0.9103961513267181
2025-09-29,0.9137239518691127
2025-09-30,0.905135629521322
2025-10-01,0.9168501034174384
2025-10-03,0.9255677599498208
2025-10-06,0.9239182454679303
2025-10-07,0.9224775326667496
2025-10-08,0.9164672463954724
2025-10-09,0.9194842744213015
2025-10-10,0.9156289771687774
2025-10-13,0.9125181593696658
2025-10-14,0.9035801827857416
2025-10-15,0.9129466853207664
2025-10-16,0.9108898413676614
2025-10-17,0.9058262473302441
2025-10-20,0.908635425773167
2025-10-21,0.9138405333376076
2025-10-23,0.911728532021626
2025-10-24,0.9130057244125975
2025-10-27,0.918311502730749
2025-10-28,0.9203461665068572
2025-10-29,0.9234180737683547
2025-10-30,0.9121440589472526
2025-10-31,0.904342842777861
2025-11-03,0.9144459220541549
2025-11-04,0.9101956637583035
2025-11-06,0.9032138378929713
2025-11-07,0.9033269304293498
2025-11-10,0.9051329440823489
2025-11-11,0.9047286170668535
2025-11-12,0.9123254483219987
2025-11-13,0.9115158106383087
2025-11-14,0.9071263933579906
2025-11-17,0.9122841181130203
2025-11-18,0.9039001434812034
2025-11-19,0.9039409330466707
2025-11-20,0.9037525640904627
2025-11-21,0.8945928134960447
2025-11-24,0.892764132207391
2025-11-25,0.89346466466943
2025-11-26,0.8986973709361565
2025-11-27,0.8982192818240333
2025-11-28,0.8943843744591445
2025-12-01,0.897727453296172
2025-12-02,0.8988886850380636
2025-12-03,0.897399155968563
2025-12-04,0.8970764539513788
2025-12-05,0.8979681941460319
