,turnover
2010-09-30,0.49999999999999994
2010-12-31,0.11565344711108337
2011-03-31,0.17431381432311976
2011-06-30,0.2104675838343072
2011-09-30,0.49908967196013354
2011-12-30,0.09275216684433749
2012-03-30,0.31168110476495137
2012-06-29,0.04402128444960275
2012-09-28,0.7252874297918626
2012-12-31,0.10871223293023705
2013-03-28,0.1808836370295538
2013-06-28,0.1929419629807192
2013-09-30,0.5811834396619726
2013-12-31,0.20664201299336474
2014-03-31,0.15036540748960908
2014-06-30,0.24067940658519496
2014-09-30,0.7496388733578854
2014-12-31,0.1942448740322728
2015-03-31,0.29176077791648375
2015-06-30,0.03807760321050346
2015-09-30,0.7765546081720812
2015-12-31,0.11280456755583124
2016-03-31,0.16912439053982442
2016-06-30,0.14095772206916785
2016-09-30,0.6990132278012837
2016-12-30,0.17122023351470791
2017-03-31,0.18164588249623367
2017-06-30,0.1465081434473558
2017-09-29,0.7388525022930528
2017-12-29,0.1353375156518449
2018-03-28,0.10545808449895964
2018-06-29,0.19753193337459463
2018-09-28,0.7338678458784602
2018-12-31,0.17211610128589333
2019-03-28,0.1360113676932883
2019-06-28,0.1499770463414728
2019-09-30,0.338577167567258
2019-12-31,0.20139097664267844
2020-03-31,0.24045072538352583
2020-06-30,0.2876709527900298
2020-09-30,0.6364029135582304
2020-12-31,0.18736906227009142
2021-03-31,0.29113794311488894
2021-06-30,0.1632992513396361
2021-09-30,0.8453173600919199
2021-12-31,0.10841332203638114
2022-03-31,0.11238512672881422
2022-06-30,0.2572830896155438
2022-09-30,0.5687424583457854
2022-12-30,0.11835876093349461
2023-03-31,0.10919778137643465
2023-06-30,0.16738997035222739
2023-09-29,0.8708117854234241
2023-12-29,0.081848513783353
2024-03-28,0.12244546986458904
2024-06-28,0.23723155159515386
2024-09-30,0.6547661346434006
2024-12-31,0.06519384651839528
2025-03-28,0.0415482211521601
2025-06-30,0.14726308083469491
2025-09-30,0.602902180610982
2025-12-31,0.12464717814279766
2026-03-30,0.18802755520848816
2026-06-04,0.26599738212327567
