symbol,quantity,cost_basis,price,market_value,pnl,pnl_pct,date
FEDERALBNK,20,6515.0,353.35,7067.0,552.0,8.47,2026-09-02
GESHIP,4,5506.8,1305.6,5222.4,-284.4,-5.16,2026-09-02
GRANULES,7,5989.9,831.75,5822.25,-167.65,-2.8,2026-09-02
IDEA,479,6658.1,14.53,6959.87,301.77,4.53,2026-09-02
LAURUSLABS,4,5857.2,1864.0,7456.0,1598.8,27.3,2026-09-02
NAVINFLUOR,1,7350.0,8542.5,8542.5,1192.5,16.22,2026-09-02
POLYCAB,1,9206.5,8804.0,8804.0,-402.5,-4.37,2026-09-02
NATIONALUM,19,6913.2,374.0,7106.0,192.8,2.79,2026-09-03
HINDCOPPER,13,6498.55,518.5,6740.5,241.95,3.72,2026-09-03
MCX,2,5623.7,3170.2,6340.4,716.7,12.74,2026-09-03
ADANIGREEN,4,5996.0,1283.4,5133.6,-862.4,-14.38,2026-09-03
ADANIPOWER,30,6481.5,208.29,6248.7,-232.8,-3.59,2026-09-03
BHARATFORG,3,6258.6,1981.0,5943.0,-315.6,-5.04,2026-09-03
BHEL,17,6409.0,431.8,7340.6,931.6,14.54,2026-09-03
CUMMINSIND,1,5491.5,5071.0,5071.0,-420.5,-7.66,2026-09-03
FEDERALBNK,20,6515.0,344.6,6892.0,377.0,5.79,2026-09-03
GESHIP,4,5506.8,1353.6,5414.4,-92.4,-1.68,2026-09-03
GRANULES,7,5989.9,853.85,5976.95,-12.95,-0.22,2026-09-03
IDEA,479,6658.1,14.48,6935.92,277.82,4.17,2026-09-03
LAURUSLABS,4,5857.2,1868.5,7474.0,1616.8,27.6,2026-09-03
NAVINFLUOR,1,7350.0,8697.0,8697.0,1347.0,18.33,2026-09-03
POLYCAB,1,9206.5,8807.5,8807.5,-399.0,-4.33,2026-09-03
NATIONALUM,19,6913.2,374.1,7107.9,194.7,2.82,2026-09-04
HINDCOPPER,13,6498.55,521.65,6781.45,282.9,4.35,2026-09-04
MCX,2,5623.7,3275.4,6550.8,927.1,16.49,2026-09-04
ADANIGREEN,4,5996.0,1301.3,5205.2,-790.8,-13.19,2026-09-04
ADANIPOWER,30,6481.5,207.2,6216.0,-265.5,-4.1,2026-09-04
BHARATFORG,3,6258.6,1956.0,5868.0,-390.6,-6.24,2026-09-04
BHEL,17,6409.0,431.1,7328.7,919.7,14.35,2026-09-04
CUMMINSIND,1,5491.5,5035.0,5035.0,-456.5,-8.31,2026-09-04
FEDERALBNK,20,6515.0,343.0,6860.0,345.0,5.3,2026-09-04
GESHIP,4,5506.8,1369.7,5478.8,-28.0,-0.51,2026-09-04
GRANULES,7,5989.9,848.3,5938.1,-51.8,-0.86,2026-09-04
IDEA,479,6658.1,15.02,7194.58,536.48,8.06,2026-09-04
LAURUSLABS,4,5857.2,1840.0,7360.0,1502.8,25.66,2026-09-04
NAVINFLUOR,1,7350.0,8557.5,8557.5,1207.5,16.43,2026-09-04
POLYCAB,1,9206.5,8300.0,8300.0,-906.5,-9.85,2026-09-04
